Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,11,181163.09091,15131.272727,13796.0
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",637,DIABETES WITH MCC,16,33077.0625,10593.9375,10287.9375
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",682,RENAL FAILURE WITH MCC,13,36949.538462,10770.846154,9515.4615385
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,18,33547.444444,8718.2777778,7811.6111111
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,67,55627.701493,14110.089552,12892.656716
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,12,42441.75,7765.3333333,6269.3333333
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",885,PSYCHOSES,14,84090.214286,11038.0,8998.0
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,16,99815.8125,10578.4375,9354.4375
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,17,71600.352941,6694.5294118,4686.4117647
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,11,82818.818182,10637.636364,5317.0909091
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,15,90222.6,10077.266667,9098.0666667
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,23,67818.173913,7815.4782609,5848.9565217
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,32,74050.75,7546.96875,5876.375
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,18,290767.66667,33598.555556,31546.444444
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,12,198294.08333,18104.5,15706.333333
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",47,99430.829787,10272.702128,6834.3829787
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",14,71661.214286,7181.3571429,4572.2142857
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",14,148608.35714,13366.357143,11734.357143
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,50,68774.98,7979.7,6378.22
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,11,290491.81818,24525.545455,12703.727273
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,16,164325.25,14250.25,9563.625
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,15,180430.86667,21525.333333,15621.666667
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,18,126608.33333,14664.944444,9750.0555556
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,11,266729.81818,18166.454545,16682.818182
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",19,84887.894737,7507.8947368,5117.4210526
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",12,51172.25,5881.4166667,4793.4166667
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,16,88849.75,10167.125,8028.125
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,20,53543.4,6546.55,3909.8
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,11,54235.0,7946.6363636,6759.7272727
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,12,48518.333333,6045.6666667,4549.6666667
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,16,96276.875,12199.75,8216.3125
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,31,258281.12903,30340.290323,23308.064516
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,14,490688.57143,41896.285714,39052.428571
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,183,133148.85792,12345.021858,10246.639344
10018,Uab Callahan Eye Hospital Authority,Birmingham,1720 University Blvd Ste 305,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,15,45207.133333,32995.666667,12497.133333
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,13,25887.923077,6992.4615385,5125.9230769
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,31,49453.0,10947.903226,9553.8709677
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,16,20927.3125,6891.75,5131.125
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,15,28412.666667,8172.1333333,6866.5333333
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,39,27257.641026,7341.8974359,6327.1282051
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,13,29931.846154,5832.6923077,5079.4615385
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,41,31307.487805,8558.9512195,7415.3414634
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,35,24131.628571,5881.1142857,4277.0285714
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,80,26914.9875,8441.6875,6954.2125
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,19,18103.473684,5269.7368421,3809.5263158
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,12,23292.416667,7980.5833333,7028.5833333
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,17,14719.882353,4330.2352941,2757.5882353
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,12,16460.5,5891.9166667,5211.9166667
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,23,27276.043478,6727.0,5082.3478261
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,12,19863.75,5503.5,4418.1666667
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",47,22064.680851,5452.4042553,4098.8723404
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,21,38222.047619,12849.761905,11839.47619
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,16,30406.0,10203.875,8675.875
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,17,36575.235294,13744.823529,10928.117647
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,16,17248.125,5876.4375,3746.25
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,15,23363.0,6100.8,4509.7333333
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",16,39938.3125,8272.625,7150.625
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",38,18409.026316,5407.3684211,4161.8947368
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,20,32253.1,9505.2,8690.8
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,29,22494.793103,6293.6206897,4909.1034483
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,37,29491.648649,7903.1081081,6139.6486486
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,61,18200.42623,5702.6721311,4053.0983607
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,21,37638.52381,10508.857143,9266.952381
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,16,22669.4375,6149.75,4619.75
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,15,71482.0,28727.533333,27095.533333
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,94,42241.287234,12550.585106,10987.053191
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,35,27360.028571,6756.0571429,5403.8285714
10021,Dale Medical Center,Ozark,126 Hospital Ave,1,36360,AL,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,12,31369.083333,15724.416667,14500.416667
10021,Dale Medical Center,Ozark,126 Hospital Ave,1,36360,AL,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",885,PSYCHOSES,27,30198.037037,11698.0,9583.6296296
10022,Floyd Cherokee Medical Center,Centre,400 Northwood Dr,1,35960,AL,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",57,13976.947368,8511.9824561,7404.6491228
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,30,138319.76667,41265.833333,36225.333333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",25,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,12,112581.16667,37581.75,27785.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,23,24290.869565,9641.7391304,7834.9130435
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,62,50859.741935,15668.677419,13116.919355
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,54,37306.962963,10550.351852,6652.8703704
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,15,34903.533333,6794.6,4816.2666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,18,31041.444444,8505.3888889,4996.6111111
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,11,36108.636364,11207.727273,8238.4545455
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,18,68338.722222,20084.0,17651.555556
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,22,32036.045455,9350.5909091,6442.8636364
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,11,35084.181818,16716.909091,9357.7272727
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,36,43694.555556,14265.472222,11235.888889
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",180,RESPIRATORY NEOPLASMS WITH MCC,15,43750.466667,13550.866667,11683.133333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,15,25209.533333,10425.866667,8904.9333333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,30,29570.1,10324.766667,7401.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,59,34083.677966,12380.847458,9033.9152542
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,20,23074.7,7764.0,6013.8
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,17,60735.352941,20699.176471,17934.588235
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,21,93414.666667,29444.857143,24682.666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,11,45636.090909,14269.454545,12635.909091
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,20,88821.6,34321.8,21807.0
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,16,46161.1875,18230.375,16525.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,11,120858.18182,34418.818182,32644.818182
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,15,95521.6,22477.133333,20319.933333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",60,37192.966667,13598.35,10240.316667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",23,22553.913043,9705.6956522,5978.6086957
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,91,33923.186813,11353.89011,9398.7472527
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,11,29305.909091,8747.0,7281.3636364
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,17,29808.117647,6424.8235294,4857.4705882
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,26,34750.615385,10674.153846,8163.3076923
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,27,25750.925926,7363.5555556,5379.1851852
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,16,13099.6875,5819.625,4304.8125
